profileId,assetId,gender,identityScope,isReserve,shotType,legacyStoragePath,storagePath,prompt
female_001,female_001__face_card__v001,female,,,face_card,ai_profiles/female/001.png,ai_profiles/female/001/face_card.png,"A realistic adult Korean university student, approximately 23 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Face details:
almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, subtle heart-shaped face line, medium-sized eyes, neutral eye tilt, naturally defined jawline, subtle cheek fullness, soft low-to-medium nose bridge, natural thinner lips, light natural brows, healthy natural skin texture, neat and likable impression, naturally balanced features, casual grooming without looking staged, calm intellectual mood, warm lightly tanned skin tone with natural texture, clear natural skin texture, minimal retouching.

Hair and grooming:
long, natural black, soft wavy hair with soft side bangs, light natural makeup, casual campus everyday fashion, slim-regular fit without being tight, campus-appropriate and modest.

Upper outfit only:
oxford shirt, intellectual neat campus fashion, navy and cream, cotton shirting and soft knit, neat regular fit, modest adult campus-appropriate clothing. Keep the crop above the waist; lower garments are outside the frame.

Composition:
head-and-shoulders portrait, face clearly visible, looking near the camera, natural relaxed expression, simple warm off-white or campus-neutral background, face remains readable.

Lighting and camera:
natural daylight, realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_001,female_001__silhouette_card__v001,female,,,silhouette_card,ai_profiles/female/001.png,ai_profiles/female/001/silhouette_card.png,"A realistic adult Korean university student, approximately 23 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Body and silhouette:
height impression around 166cm, small-to-medium frame, soft slim build, moderate natural muscularity, medium shoulder width, softly defined waist, narrow hip line, slightly long leg proportion, slightly short but balanced torso length, balanced adult head-to-body ratio, realistic adult body proportions, natural posture. Full outfit shows the overall silhouette with modest coverage and no body-focused styling, bottom visible: True, silhouette readable: True.

Full outfit:
oxford shirt, neat slacks, simple loafers, backpack, intellectual neat campus fashion, navy and cream, cotton shirting and soft knit, neat regular fit, modest adult campus-appropriate clothing.

Season and environment:
summer campus season with modest light layers, after light rain with clean pavement and no face obstruction, natural daylight, warm temperature feel.

Composition:
three-quarter body or full-body photo, natural slight three-quarter face pose, body proportions readable, no oversized padding, no heavy winter coat hiding body shape, no extreme wide-angle distortion, camera at chest height, enough space around the body, face and posture remain learnable.

Location:
quiet tree-lined university walkway with neutral buildings, no visible school logo, no readable text.

Lighting and camera:
realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, readable modest outfit, authentic campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_001,female_001__vibe_card__v001,female,,,vibe_card,ai_profiles/female/001.png,ai_profiles/female/001/vibe_card.png,"A realistic adult Korean university student, approximately 23 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Identity consistency:
same person as the canonical portrait, same general facial structure, almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, same warm lightly tanned skin tone with natural texture, same long, natural black, soft wavy hair with soft side bangs, same natural grooming, same adult visual age.

Season and setting:
summer campus season with modest light layers, after light rain with clean pavement and no face obstruction, natural daylight, warm temperature feel.

Mood and lifestyle:
sitting by a window in a quiet campus cafe, reading lecture notes with a warm drink nearby, intellectual neat campus fashion, calm, sincere, trust-based campus relationship platform mood, quiet everyday activity, face recognizable.

Composition:
half-body or environmental portrait, natural slight three-quarter face pose, relaxed shoulders, gentle expression, more environmental context while preserving identity consistency.

Location:
quiet tree-lined university walkway with neutral buildings, no visible school logo, no readable text.

Lighting and camera:
realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image, not influencer content.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_002,female_002__face_card__v001,female,,,face_card,ai_profiles/female/002.png,ai_profiles/female/002/face_card.png,"A realistic adult Korean university student, approximately 20 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Face details:
almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, soft oval face shape, medium-sized eyes, slightly lifted outer eye corners, naturally defined jawline, lightly defined cheekbones, soft medium nose bridge, natural medium lips, natural brows, natural skin texture, neat and likable impression, naturally balanced features, casual grooming without looking staged, soft and gentle mood, warm lightly tanned skin tone with natural texture, clear natural skin texture, minimal retouching.

Eyewear:
simple black acetate-frame glasses, eyes clearly visible, no lens glare hiding the eyes.

Hair and grooming:
medium-long, dark brown, natural straight hair with light natural bangs, light natural makeup, intellectual neat campus fashion, neat regular fit, campus-appropriate and modest.

Upper outfit only:
casual windbreaker, simple hoodie, sporty casual campus fashion, navy and white, cotton fleece and matte nylon, relaxed sport-casual fit, modest adult campus-appropriate clothing. Keep the crop above the waist; lower garments are outside the frame.

Composition:
head-and-shoulders portrait, face clearly visible, looking near the camera, natural relaxed expression, simple warm off-white or campus-neutral background, face remains readable.

Lighting and camera:
soft golden-hour daylight, casual profile image with slightly imperfect everyday composition, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_002,female_002__silhouette_card__v001,female,,,silhouette_card,ai_profiles/female/002.png,ai_profiles/female/002/silhouette_card.png,"A realistic adult Korean university student, approximately 20 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Body and silhouette:
height impression around 159cm, small frame, slim build, moderate natural muscularity, narrow shoulders, waist not strongly emphasized, medium hip line, balanced leg proportion, slightly short but balanced torso length, balanced adult head-to-body ratio, realistic adult body proportions, natural posture. Full outfit shows the overall silhouette with modest coverage and no body-focused styling, bottom visible: True, silhouette readable: True. Same simple black acetate-frame glasses if the face is visible.

Full outfit:
casual windbreaker, simple hoodie, relaxed track pants, clean sneakers, canvas tote, sporty casual campus fashion, navy and white, cotton fleece and matte nylon, relaxed sport-casual fit, modest adult campus-appropriate clothing.

Season and environment:
autumn campus season, clear soft weather, soft golden-hour daylight, cool temperature feel.

Composition:
three-quarter body or full-body photo, natural slight three-quarter face pose, body proportions readable, no oversized padding, no heavy winter coat hiding body shape, no extreme wide-angle distortion, camera at chest height, enough space around the body, face and posture remain learnable.

Location:
small local park near campus with soft greenery and non-identifiable background.

Lighting and camera:
casual profile image with slightly imperfect everyday composition, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, readable modest outfit, authentic campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_002,female_002__vibe_card__v001,female,,,vibe_card,ai_profiles/female/002.png,ai_profiles/female/002/vibe_card.png,"A realistic adult Korean university student, approximately 20 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Identity consistency:
same person as the canonical portrait, same general facial structure, almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, same warm lightly tanned skin tone with natural texture, same medium-long, dark brown, natural straight hair with light natural bangs, same natural grooming, same simple black acetate-frame glasses, eyes clearly visible with no glare, same adult visual age.

Eyewear consistency:
Preserve the same simple black acetate-frame glasses; eyes remain clearly visible with no glare.

Season and setting:
autumn campus season, clear soft weather, soft golden-hour daylight, cool temperature feel.

Mood and lifestyle:
sitting by a window in a quiet campus cafe, reading lecture notes with a warm drink nearby, sporty casual campus fashion, calm, sincere, trust-based campus relationship platform mood, quiet everyday activity, face recognizable.

Composition:
half-body or environmental portrait, natural slight three-quarter face pose, relaxed shoulders, gentle expression, more environmental context while preserving identity consistency.

Location:
small local park near campus with soft greenery and non-identifiable background.

Lighting and camera:
casual profile image with slightly imperfect everyday composition, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image, not influencer content.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_003,female_003__face_card__v001,female,,,face_card,ai_profiles/female/003.png,ai_profiles/female/003/face_card.png,"A realistic adult Korean university student, approximately 22 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Face details:
almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, soft oval face shape, slightly narrow medium eyes, slightly lifted outer eye corners, soft but defined jawline, lightly defined cheekbones, natural medium nose bridge, soft fuller lips, natural straight brows, clear natural skin texture, realistic attractive appearance, balanced facial symmetry, clear natural skin, well-kept but not influencer-like, quiet calm mood, fair warm skin tone with realistic natural texture, healthy natural skin texture, minimal retouching.

Hair and grooming:
long, natural dark brown, natural straight hair with light natural bangs, natural makeup, minimal clean everyday fashion, regular fit, campus-appropriate and modest.

Upper outfit only:
short soft coat, soft knit top, soft mature romantic everyday fashion, muted rose and ivory, soft knit and matte woven fabric, soft regular fit, modest adult campus-appropriate clothing. Keep the crop above the waist; lower garments are outside the frame.

Composition:
head-and-shoulders portrait, face clearly visible, gentle direct gaze, natural relaxed expression, simple warm off-white or campus-neutral background, face remains readable.

Lighting and camera:
early evening ambient daylight, still bright enough to read face and body, realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_003,female_003__silhouette_card__v001,female,,,silhouette_card,ai_profiles/female/003.png,ai_profiles/female/003/silhouette_card.png,"A realistic adult Korean university student, approximately 22 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Body and silhouette:
height impression around 160cm, medium frame, naturally fit build, low natural muscularity, narrow shoulders, straight natural waist line, narrow hip line, long leg proportion while still realistic, slightly longer torso length, slightly small head-to-body impression but still realistic, realistic adult body proportions, natural posture. Full outfit shows the overall silhouette with modest coverage and no body-focused styling, bottom visible: True, silhouette readable: True.

Full outfit:
short soft coat, soft knit top, wide-leg pants, minimal sneakers, canvas tote, soft mature romantic everyday fashion, muted rose and ivory, soft knit and matte woven fabric, soft regular fit, modest adult campus-appropriate clothing.

Season and environment:
winter campus season with readable silhouette, calm cloudy weather, early evening ambient daylight, still bright enough to read face and body, cold temperature feel with moderate layers.

Composition:
three-quarter body or full-body photo, natural slight three-quarter face pose, body proportions readable, no oversized padding, no heavy winter coat hiding body shape, no extreme wide-angle distortion, camera at chest height, enough space around the body, face and posture remain learnable.

Location:
quiet tree-lined university walkway with neutral buildings, no visible school logo, no readable text, no visible logo, no readable text, no identifiable school name.

Lighting and camera:
realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, readable modest outfit, authentic campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_003,female_003__vibe_card__v001,female,,,vibe_card,ai_profiles/female/003.png,ai_profiles/female/003/vibe_card.png,"A realistic adult Korean university student, approximately 22 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Identity consistency:
same person as the canonical portrait, same general facial structure, almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, same fair warm skin tone with realistic natural texture, same long, natural dark brown, natural straight hair with light natural bangs, same natural grooming, same adult visual age.

Season and setting:
winter campus season with readable silhouette, calm cloudy weather, early evening ambient daylight, still bright enough to read face and body, cold temperature feel with moderate layers.

Mood and lifestyle:
standing near a campus garden with a relaxed sincere expression, soft mature romantic everyday fashion, calm, sincere, trust-based campus relationship platform mood, quiet everyday activity, face recognizable.

Composition:
half-body or environmental portrait, natural slight three-quarter face pose, relaxed shoulders, gentle expression, more environmental context while preserving identity consistency.

Location:
outdoor campus sports court after casual activity, no team marks, no readable text, no visible logo, no readable text, no identifiable school name.

Special safe variation:
casual campus sports after-activity moment, no marked jersey, no body-focused pose.

Lighting and camera:
realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image, not influencer content.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
female_004,female_004__face_card__v001,female,,,face_card,ai_profiles/female/004.png,ai_profiles/female/004/face_card.png,"A realistic adult Korean university student, approximately 21 years old, an adult woman, natural everyday profile photo, ordinary non-commercial appearance, authentic campus-based relationship profile style, calm and trustworthy impression.

Face details:
almond-shaped eyes, slightly lifted outer eye corners, a composed expression, a defined but not sharp jawline, subtle heart-shaped face line, medium-sized eyes, neutral eye tilt, rounded jawline, subtle cheek fullness, natural medium nose bridge, soft fuller lips, natural straight brows, natural skin texture, noticeably attractive but still realistic, refined natural grooming, not a polished media profile, not a photoshoot model, warm sincere mood, fair warm skin tone with realistic natural texture, healthy natural skin texture, minimal retouching.

Hair and grooming:
long, natural black, slightly wavy hair, no bangs, natural makeup, soft mature romantic everyday fashion, slim-regular fit without being tight, campus-appropriate and modest.

Upper outfit only:
linen cardigan, linen shirt, soft natural campus fashion, soft brown and cream, linen, cotton, and soft knit, relaxed but readable fit, modest adult campus-appropriate clothing. Keep the crop above the waist; lower garments are outside the frame.

Composition:
head-and-shoulders portrait, face clearly visible, looking near the camera, natural relaxed expression, simple warm off-white or campus-neutral background, face remains readable.

Lighting and camera:
soft golden-hour daylight, realistic ordinary smartphone profile photo with mild natural digital noise, camera mode auto, mild natural digital noise, not a professional photoshoot, slightly imperfect everyday composition, natural skin texture, no heavy beauty filter, clean but not glossy, not overly sharp commercial photography, authentic campus profile image.

Rules:
one image only, no text in image, no watermark, no visible logo, adult Korean university student, realistic, calm, trustworthy, ordinary campus profile image.

Avoid: childlike appearance, teenager, school uniform, idol trainee look, celebrity lookalike, influencer photoshoot, glamour studio lighting, heavy retouching, plastic skin, exaggerated beauty filter, revealing outfit, swimsuit, lingerie, nightclub, party scene, neon lighting, sexualized pose, luxury hotel background, identifiable school logo, visible real university name, text, watermark, distorted face, distorted hands, extra fingers, unrealistic body proportions."
